total_rebs,rebs_allowed,rebs_taken,three_atts_per,opp_three_atts_per,three_perc,opp_three_perc,shoot_perc,opp_shoot_perc,two_atts_per,opp_two_atts_per,avg_turnover,avg_turnover_forced,total_fts_per,opp_total_fts_per,ft_perc,team
-6,0.418,0.418,24.353,20.147,0.335,0.32,0.427,0.423,31.765,32.882,11.118,14.088,17.029,17.853,0.721,florida
