total_rebs,rebs_allowed,rebs_taken,three_atts_per,opp_three_atts_per,three_perc,opp_three_perc,shoot_perc,opp_shoot_perc,two_atts_per,opp_two_atts_per,avg_turnover,avg_turnover_forced,total_fts_per,opp_total_fts_per,ft_perc,team
14,0.359,0.381,21.636,23.182,0.324,0.336,0.441,0.427,37.727,34.576,11.909,13.576,20.667,18.939,0.717,seton-hall
