total_rebs,rebs_allowed,rebs_taken,three_atts_per,opp_three_atts_per,three_perc,opp_three_perc,shoot_perc,opp_shoot_perc,two_atts_per,opp_two_atts_per,avg_turnover,avg_turnover_forced,total_fts_per,opp_total_fts_per,ft_perc,team
143,0.383,0.447,19.061,23.394,0.358,0.335,0.498,0.399,41.182,35.909,10.848,12.818,20.273,20.091,0.761,tennessee
